         200
 0.675567E+01  0.782041E+00  0.312001E-01  0.257153E-02  0.178690E-02  0.494561E+01  0.599580E+02  0.299316E+02  0.448250E+00
 0.659439E+01  0.679254E+00  0.270993E-01  0.232544E-02  0.155292E-02  0.473948E+01  0.642647E+02  0.277851E+02  0.432076E+00
 0.643373E+01  0.589976E+00  0.235375E-01  0.211242E-02  0.134903E-02  0.453821E+01  0.692850E+02  0.251337E+02  0.414452E+00
 0.627737E+01  0.512433E+00  0.204439E-01  0.192813E-02  0.117137E-02  0.434609E+01  0.751048E+02  0.218307E+02  0.395497E+00
 0.612564E+01  0.445081E+00  0.177568E-01  0.176878E-02  0.101661E-02  0.416307E+01  0.818168E+02  0.176832E+02  0.375369E+00
 0.597843E+01  0.386582E+00  0.154230E-01  0.163109E-02  0.881809E-03  0.398860E+01  0.895212E+02  0.124363E+02  0.354265E+00
 0.583510E+01  0.335772E+00  0.133959E-01  0.151221E-02  0.764401E-03  0.382156E+01  0.983271E+02  0.575223E+01  0.332419E+00
 0.569312E+01  0.291639E+00  0.116352E-01  0.140967E-02  0.662147E-03  0.365879E+01  0.108354E+03 -0.281836E+01  0.310084E+00
 0.555534E+01  0.253308E+00  0.101059E-01  0.132132E-02  0.573093E-03  0.350332E+01  0.119733E+03 -0.138748E+02  0.287526E+00
 0.542166E+01  0.220015E+00  0.877765E-02  0.124532E-02  0.495533E-03  0.335480E+01  0.132611E+03 -0.282201E+02  0.265016E+00
 0.529197E+01  0.191097E+00  0.762396E-02  0.118006E-02  0.427979E-03  0.321287E+01  0.147153E+03 -0.469321E+02  0.242817E+00
 0.516508E+01  0.165980E+00  0.662191E-02  0.112413E-02  0.369130E-03  0.307608E+01  0.163543E+03 -0.714644E+02  0.221172E+00
 0.504022E+01  0.144164E+00  0.575155E-02  0.107633E-02  0.317853E-03  0.294350E+01  0.181991E+03 -0.103785E+03  0.200298E+00
 0.491908E+01  0.125216E+00  0.499561E-02  0.103562E-02  0.273157E-03  0.281682E+01  0.202729E+03 -0.146574E+03  0.180375E+00
 0.480157E+01  0.108759E+00  0.433901E-02  0.100110E-02  0.234179E-03  0.269583E+01  0.226022E+03 -0.203504E+03  0.161546E+00
